date,county,city,pm25_ugm3,ozone_ppm,aqi,aqi_category,year,month
2020-11-08,Los Angeles,Long Beach,46.9,0.027,149,Unhealthy for Sensitive Groups,2020,11
2020-11-09,Marin,San Rafael,25.6,0.026,101,Unhealthy for Sensitive Groups,2020,11
2020-11-09,Sonoma,Santa Rosa,10.4,0.046,70,Moderate,2020,11
2020-11-10,San Bernardino,Ontario,10.6,0.02,85,Moderate,2020,11
2020-11-10,Marin,Mill Valley,9.4,0.036,74,Moderate,2020,11
2020-11-10,Shasta,Redding,53.9,0.055,146,Unhealthy for Sensitive Groups,2020,11
2020-11-10,Monterey,Salinas,28.7,0.026,75,Moderate,2020,11
2020-11-11,Kern,Ridgecrest,15.6,0.049,127,Unhealthy for Sensitive Groups,2020,11
2020-11-11,Marin,Mill Valley,21.6,0.051,70,Moderate,2020,11
2020-11-11,Riverside,Riverside,38.4,0.032,95,Moderate,2020,11
2020-11-11,Napa,Napa,22.4,0.034,73,Moderate,2020,11
2020-11-12,Santa Clara,Santa Clara,11.5,0.047,63,Moderate,2020,11
2020-11-12,San Bernardino,San Bernardino,38.9,0.028,129,Unhealthy for Sensitive Groups,2020,11
2020-11-13,Monterey,Salinas,16.9,0.028,58,Moderate,2020,11
2020-11-14,Napa,Napa,13.0,0.036,69,Moderate,2020,11
2020-11-14,Kern,Ridgecrest,29.0,0.046,135,Unhealthy for Sensitive Groups,2020,11
2020-11-15,Fresno,Fresno,10.8,0.042,119,Unhealthy for Sensitive Groups,2020,11
2020-11-17,Shasta,Redding,42.2,0.045,125,Unhealthy for Sensitive Groups,2020,11
2020-11-21,Marin,Mill Valley,43.0,0.037,110,Unhealthy for Sensitive Groups,2020,11
2020-11-23,Riverside,Riverside,39.5,0.022,112,Unhealthy for Sensitive Groups,2020,11
2020-11-24,Shasta,Redding,39.3,0.053,105,Unhealthy for Sensitive Groups,2020,11
2020-11-25,Sacramento,Elk Grove,42.4,0.039,98,Moderate,2020,11
2020-11-26,Monterey,Salinas,42.8,0.039,121,Unhealthy for Sensitive Groups,2020,11
2020-11-28,Kern,Bakersfield,48.8,0.026,141,Unhealthy for Sensitive Groups,2020,11
2020-11-29,Marin,Mill Valley,25.4,0.027,85,Moderate,2020,11
2020-11-29,Monterey,Monterey,29.2,0.048,75,Moderate,2020,11
2020-12-02,San Bernardino,San Bernardino,23.4,0.038,107,Unhealthy for Sensitive Groups,2020,12
2020-12-03,Napa,Napa,52.6,0.052,133,Unhealthy for Sensitive Groups,2020,12
2020-12-03,San Francisco,San Francisco,21.0,0.044,92,Moderate,2020,12
2020-12-03,Marin,Mill Valley,10.6,0.033,72,Moderate,2020,12
2020-12-04,Marin,San Rafael,28.6,0.038,107,Unhealthy for Sensitive Groups,2020,12
2020-12-05,Shasta,Redding,47.0,0.029,119,Unhealthy for Sensitive Groups,2020,12
2020-12-06,Riverside,Palm Springs,49.6,0.037,128,Unhealthy for Sensitive Groups,2020,12
2020-12-07,Monterey,Monterey,16.8,0.051,64,Moderate,2020,12
2020-12-09,Napa,Napa,36.5,0.054,91,Moderate,2020,12
2020-12-09,Alameda,Berkeley,37.9,0.054,126,Unhealthy for Sensitive Groups,2020,12
2020-12-10,Sacramento,Elk Grove,40.7,0.039,119,Unhealthy for Sensitive Groups,2020,12
2020-12-10,Marin,Mill Valley,50.1,0.053,135,Unhealthy for Sensitive Groups,2020,12
2020-12-12,Sonoma,Petaluma,14.6,0.039,62,Moderate,2020,12
2020-12-15,Marin,San Rafael,47.4,0.041,112,Unhealthy for Sensitive Groups,2020,12
2020-12-15,Sonoma,Petaluma,16.3,0.027,62,Moderate,2020,12
2020-12-15,San Francisco,San Francisco,22.9,0.046,75,Moderate,2020,12
2020-12-15,Shasta,Redding,39.9,0.05,127,Unhealthy for Sensitive Groups,2020,12
2020-12-16,San Bernardino,San Bernardino,18.5,0.039,110,Unhealthy for Sensitive Groups,2020,12
2020-12-16,Riverside,Riverside,44.9,0.032,115,Unhealthy for Sensitive Groups,2020,12
2020-12-20,Napa,Napa,30.9,0.051,112,Unhealthy for Sensitive Groups,2020,12
2020-12-24,San Diego,Chula Vista,13.3,0.047,61,Moderate,2020,12
2020-12-24,Shasta,Redding,11.5,0.049,79,Moderate,2020,12
2020-12-25,San Bernardino,Ontario,31.1,0.023,125,Unhealthy for Sensitive Groups,2020,12
2020-12-26,Shasta,Redding,19.1,0.031,80,Moderate,2020,12
2020-12-27,Riverside,Riverside,27.8,0.025,111,Unhealthy for Sensitive Groups,2020,12
2020-12-31,Los Angeles,Los Angeles,49.1,0.027,169,Unhealthy,2020,12
2020-12-31,Fresno,Fresno,39.0,0.042,125,Unhealthy for Sensitive Groups,2020,12
2021-01-02,Shasta,Redding,51.7,0.031,120,Unhealthy for Sensitive Groups,2021,1
2021-01-02,Alameda,Berkeley,52.4,0.024,140,Unhealthy for Sensitive Groups,2021,1
2021-01-04,Alameda,Fremont,44.6,0.037,136,Unhealthy for Sensitive Groups,2021,1
2021-01-04,San Francisco,San Francisco,42.4,0.052,118,Unhealthy for Sensitive Groups,2021,1
2021-01-06,Alameda,Oakland,48.9,0.04,128,Unhealthy for Sensitive Groups,2021,1
2021-01-07,San Diego,Chula Vista,31.6,0.024,113,Unhealthy for Sensitive Groups,2021,1
2021-01-08,Sonoma,Petaluma,53.7,0.049,119,Unhealthy for Sensitive Groups,2021,1
2021-01-09,Alameda,Berkeley,13.4,0.034,79,Moderate,2021,1
2021-01-11,Sacramento,Sacramento,18.4,0.049,69,Moderate,2021,1
2021-01-11,San Diego,Chula Vista,46.7,0.054,138,Unhealthy for Sensitive Groups,2021,1
2021-01-13,Monterey,Monterey,54.1,0.037,126,Unhealthy for Sensitive Groups,2021,1
2021-01-13,San Diego,San Diego,39.5,0.021,98,Moderate,2021,1
2021-01-15,Alameda,Oakland,28.0,0.02,103,Unhealthy for Sensitive Groups,2021,1
2021-01-15,Marin,San Rafael,17.4,0.046,68,Moderate,2021,1
2021-01-17,Sacramento,Sacramento,53.2,0.046,116,Unhealthy for Sensitive Groups,2021,1
2021-01-17,San Diego,San Diego,15.4,0.041,60,Moderate,2021,1
2021-01-17,Monterey,Salinas,19.3,0.051,77,Moderate,2021,1
2021-01-18,Kern,Ridgecrest,39.2,0.023,146,Unhealthy for Sensitive Groups,2021,1
2021-01-18,Alameda,Oakland,20.9,0.036,70,Moderate,2021,1
2021-01-19,Marin,Mill Valley,30.9,0.032,113,Unhealthy for Sensitive Groups,2021,1
2021-01-21,Sonoma,Santa Rosa,54.6,0.041,151,Unhealthy,2021,1
2021-01-21,Marin,San Rafael,34.8,0.053,93,Moderate,2021,1
2021-01-22,San Diego,Chula Vista,26.9,0.041,103,Unhealthy for Sensitive Groups,2021,1
2021-01-23,Santa Clara,Sunnyvale,53.5,0.053,139,Unhealthy for Sensitive Groups,2021,1
2021-01-23,Sonoma,Petaluma,43.9,0.037,127,Unhealthy for Sensitive Groups,2021,1
2021-01-23,San Diego,San Diego,8.2,0.05,65,Moderate,2021,1
2021-01-24,Alameda,Oakland,27.2,0.039,104,Unhealthy for Sensitive Groups,2021,1
2021-01-24,Los Angeles,Pasadena,42.8,0.034,163,Unhealthy,2021,1
2021-01-25,Sonoma,Santa Rosa,8.9,0.031,52,Moderate,2021,1
2021-01-26,Sacramento,Sacramento,42.0,0.048,127,Unhealthy for Sensitive Groups,2021,1
2021-01-27,San Bernardino,San Bernardino,27.8,0.053,117,Unhealthy for Sensitive Groups,2021,1
2021-01-27,Napa,Napa,33.0,0.044,99,Moderate,2021,1
2021-01-28,Kern,Ridgecrest,53.0,0.03,163,Unhealthy,2021,1
2021-01-28,Riverside,Riverside,50.1,0.029,129,Unhealthy for Sensitive Groups,2021,1
2021-01-29,Alameda,Oakland,21.5,0.039,90,Moderate,2021,1
2021-01-29,San Diego,Chula Vista,37.0,0.034,88,Moderate,2021,1
2021-01-30,Kern,Bakersfield,41.1,0.052,130,Unhealthy for Sensitive Groups,2021,1
2021-02-02,Fresno,Clovis,37.7,0.052,144,Unhealthy for Sensitive Groups,2021,2
2021-02-03,Riverside,Riverside,46.3,0.054,131,Unhealthy for Sensitive Groups,2021,2
2021-02-04,Kern,Ridgecrest,17.7,0.051,110,Unhealthy for Sensitive Groups,2021,2
2021-02-05,San Diego,San Diego,54.3,0.042,118,Unhealthy for Sensitive Groups,2021,2
2021-02-08,Sacramento,Elk Grove,16.2,0.025,58,Moderate,2021,2
2021-02-09,Fresno,Fresno,40.3,0.051,142,Unhealthy for Sensitive Groups,2021,2
2021-02-10,Monterey,Salinas,30.3,0.047,81,Moderate,2021,2
2021-02-11,Los Angeles,Pasadena,41.7,0.045,153,Unhealthy,2021,2
2021-02-11,Riverside,Palm Springs,55.0,0.05,118,Unhealthy for Sensitive Groups,2021,2
2021-02-11,Alameda,Oakland,36.3,0.034,86,Moderate,2021,2
2021-02-11,Los Angeles,Los Angeles,17.3,0.026,106,Unhealthy for Sensitive Groups,2021,2
2021-02-12,Fresno,Clovis,12.6,0.027,123,Unhealthy for Sensitive Groups,2021,2
2021-02-12,Sacramento,Sacramento,15.3,0.037,78,Moderate,2021,2
2021-02-12,Napa,Napa,26.9,0.022,91,Moderate,2021,2
2021-02-13,Sonoma,Petaluma,13.8,0.05,78,Moderate,2021,2
2021-02-13,Alameda,Oakland,12.3,0.035,48,Good,2021,2
2021-02-14,Santa Clara,Santa Clara,32.3,0.046,82,Moderate,2021,2
2021-02-16,Los Angeles,Long Beach,10.1,0.027,82,Moderate,2021,2
2021-02-17,Monterey,Monterey,15.5,0.025,69,Moderate,2021,2
2021-02-21,Riverside,Palm Springs,24.0,0.025,86,Moderate,2021,2
2021-02-21,Santa Clara,Santa Clara,27.3,0.047,100,Moderate,2021,2
2021-02-21,Sonoma,Petaluma,43.4,0.021,123,Unhealthy for Sensitive Groups,2021,2
2021-02-21,Sonoma,Santa Rosa,33.7,0.046,115,Unhealthy for Sensitive Groups,2021,2
2021-02-24,Monterey,Monterey,42.1,0.036,126,Unhealthy for Sensitive Groups,2021,2
2021-02-24,Napa,Napa,26.8,0.049,70,Moderate,2021,2
2021-02-27,Kern,Bakersfield,33.5,0.039,132,Unhealthy for Sensitive Groups,2021,2
2021-02-28,Sacramento,Elk Grove,31.8,0.036,81,Moderate,2021,2
2021-03-04,Kern,Ridgecrest,42.2,0.047,167,Unhealthy,2021,3
2021-03-05,Riverside,Palm Springs,24.3,0.023,85,Moderate,2021,3
2021-03-05,Shasta,Redding,18.3,0.046,57,Moderate,2021,3
2021-03-06,Shasta,Redding,40.1,0.043,112,Unhealthy for Sensitive Groups,2021,3
2021-03-07,Sonoma,Santa Rosa,15.8,0.024,57,Moderate,2021,3
2021-03-07,Fresno,Clovis,36.7,0.054,140,Unhealthy for Sensitive Groups,2021,3
2021-03-09,Shasta,Redding,52.0,0.054,115,Unhealthy for Sensitive Groups,2021,3
2021-03-09,Sonoma,Petaluma,27.4,0.043,103,Unhealthy for Sensitive Groups,2021,3
2021-03-09,Santa Clara,San Jose,45.9,0.043,127,Unhealthy for Sensitive Groups,2021,3
2021-03-09,Marin,Mill Valley,18.5,0.036,81,Moderate,2021,3
2021-03-11,Shasta,Redding,38.8,0.034,117,Unhealthy for Sensitive Groups,2021,3
2021-03-11,Kern,Ridgecrest,41.0,0.037,143,Unhealthy for Sensitive Groups,2021,3
2021-03-13,Sonoma,Petaluma,29.9,0.048,88,Moderate,2021,3
2021-03-14,Monterey,Salinas,33.3,0.045,115,Unhealthy for Sensitive Groups,2021,3
2021-03-15,Fresno,Fresno,48.2,0.021,154,Unhealthy,2021,3
2021-03-16,Marin,San Rafael,47.3,0.031,105,Unhealthy for Sensitive Groups,2021,3
2021-03-17,Shasta,Redding,29.5,0.047,95,Moderate,2021,3
2021-03-17,Marin,San Rafael,42.2,0.036,119,Unhealthy for Sensitive Groups,2021,3
2021-03-20,Sonoma,Petaluma,28.8,0.053,96,Moderate,2021,3
2021-03-21,Kern,Ridgecrest,51.4,0.053,174,Unhealthy,2021,3
2021-03-22,Napa,Napa,53.5,0.049,141,Unhealthy for Sensitive Groups,2021,3
2021-03-22,Shasta,Redding,14.8,0.026,69,Moderate,2021,3
2021-03-24,Napa,Napa,16.3,0.054,87,Moderate,2021,3
2021-03-24,Kern,Ridgecrest,37.9,0.042,129,Unhealthy for Sensitive Groups,2021,3
2021-03-25,Marin,Mill Valley,42.3,0.03,109,Unhealthy for Sensitive Groups,2021,3
2021-03-26,Sacramento,Elk Grove,49.7,0.041,144,Unhealthy for Sensitive Groups,2021,3
2021-03-26,San Diego,Chula Vista,11.1,0.049,85,Moderate,2021,3
2021-03-27,Marin,Mill Valley,20.4,0.035,75,Moderate,2021,3
2021-03-28,Alameda,Fremont,18.3,0.025,66,Moderate,2021,3
2021-03-30,Fresno,Clovis,43.3,0.024,162,Unhealthy,2021,3
2021-03-30,Riverside,Riverside,28.3,0.048,81,Moderate,2021,3
2021-03-31,Marin,Mill Valley,17.4,0.052,78,Moderate,2021,3
2021-03-31,San Francisco,Daly City,25.8,0.024,75,Moderate,2021,3
2021-04-01,Fresno,Fresno,9.1,0.027,99,Moderate,2021,4
2021-04-01,Santa Clara,San Jose,26.2,0.036,74,Moderate,2021,4
2021-04-02,Sacramento,Elk Grove,39.3,0.049,112,Unhealthy for Sensitive Groups,2021,4
2021-04-03,Riverside,Riverside,14.8,0.051,68,Moderate,2021,4
2021-04-04,Los Angeles,Los Angeles,42.2,0.025,129,Unhealthy for Sensitive Groups,2021,4
2021-04-04,Sacramento,Sacramento,9.1,0.035,52,Moderate,2021,4
2021-04-05,San Francisco,San Francisco,11.0,0.021,81,Moderate,2021,4
2021-04-05,Santa Clara,San Jose,54.6,0.052,140,Unhealthy for Sensitive Groups,2021,4
2021-04-07,Monterey,Salinas,34.0,0.03,108,Unhealthy for Sensitive Groups,2021,4
2021-04-08,Monterey,Monterey,40.6,0.032,98,Moderate,2021,4
2021-04-09,Sacramento,Elk Grove,30.8,0.054,79,Moderate,2021,4
2021-04-12,Monterey,Monterey,42.8,0.02,94,Moderate,2021,4
2021-04-15,Shasta,Redding,17.9,0.05,92,Moderate,2021,4
2021-04-17,Kern,Bakersfield,40.3,0.033,155,Unhealthy,2021,4
2021-04-17,Riverside,Palm Springs,37.5,0.025,92,Moderate,2021,4
2021-04-19,San Diego,Chula Vista,11.0,0.033,48,Good,2021,4
2021-04-19,Shasta,Redding,41.6,0.038,119,Unhealthy for Sensitive Groups,2021,4
2021-04-20,Alameda,Berkeley,31.9,0.041,98,Moderate,2021,4
2021-04-21,Sacramento,Elk Grove,22.9,0.04,86,Moderate,2021,4
2021-04-21,Sonoma,Santa Rosa,9.0,0.047,50,Good,2021,4
2021-04-23,Monterey,Salinas,36.5,0.034,123,Unhealthy for Sensitive Groups,2021,4
2021-04-25,Sonoma,Santa Rosa,42.6,0.051,106,Unhealthy for Sensitive Groups,2021,4
2021-04-25,Riverside,Palm Springs,17.8,0.022,57,Moderate,2021,4
2021-04-26,Marin,San Rafael,28.3,0.041,112,Unhealthy for Sensitive Groups,2021,4
2021-04-28,Sacramento,Sacramento,44.6,0.033,120,Unhealthy for Sensitive Groups,2021,4
2021-04-28,Kern,Bakersfield,31.8,0.035,141,Unhealthy for Sensitive Groups,2021,4
2021-04-30,Kern,Ridgecrest,22.2,0.025,131,Unhealthy for Sensitive Groups,2021,4
2021-04-30,San Bernardino,Ontario,20.7,0.054,117,Unhealthy for Sensitive Groups,2021,4
2021-05-02,San Diego,San Diego,51.4,0.041,135,Unhealthy for Sensitive Groups,2021,5
2021-05-02,Kern,Ridgecrest,38.6,0.027,146,Unhealthy for Sensitive Groups,2021,5
2021-05-05,Shasta,Redding,10.7,0.051,51,Moderate,2021,5
2021-05-05,Sonoma,Santa Rosa,49.6,0.026,144,Unhealthy for Sensitive Groups,2021,5
2021-05-06,Fresno,Clovis,25.4,0.033,113,Unhealthy for Sensitive Groups,2021,5
2021-05-07,Riverside,Palm Springs,11.9,0.046,73,Moderate,2021,5
2021-05-07,Monterey,Monterey,20.7,0.054,97,Moderate,2021,5
2021-05-08,San Bernardino,Ontario,18.1,0.032,95,Moderate,2021,5
2021-05-10,San Francisco,Daly City,29.9,0.029,89,Moderate,2021,5
2021-05-11,Sonoma,Petaluma,40.7,0.045,116,Unhealthy for Sensitive Groups,2021,5
2021-05-11,San Diego,San Diego,11.4,0.047,67,Moderate,2021,5
2021-05-12,Kern,Ridgecrest,44.9,0.048,144,Unhealthy for Sensitive Groups,2021,5
2021-05-12,Sacramento,Elk Grove,20.0,0.032,65,Moderate,2021,5
2021-05-13,Santa Clara,Santa Clara,22.4,0.04,93,Moderate,2021,5
2021-05-13,Napa,Napa,54.5,0.048,124,Unhealthy for Sensitive Groups,2021,5
2021-05-13,Marin,San Rafael,28.5,0.034,77,Moderate,2021,5
2021-05-13,Monterey,Monterey,17.9,0.046,61,Moderate,2021,5
2021-05-14,Riverside,Palm Springs,14.9,0.044,58,Moderate,2021,5
2021-05-16,Los Angeles,Los Angeles,54.2,0.041,150,Unhealthy for Sensitive Groups,2021,5
2021-05-16,Monterey,Monterey,42.8,0.034,108,Unhealthy for Sensitive Groups,2021,5
2021-05-17,Fresno,Fresno,47.0,0.049,172,Unhealthy,2021,5
2021-05-19,San Bernardino,San Bernardino,43.9,0.043,138,Unhealthy for Sensitive Groups,2021,5
2021-05-21,Fresno,Fresno,42.7,0.036,137,Unhealthy for Sensitive Groups,2021,5
2021-05-21,Napa,Napa,42.7,0.021,123,Unhealthy for Sensitive Groups,2021,5
2021-05-22,Alameda,Oakland,21.0,0.023,96,Moderate,2021,5
2021-05-22,Sacramento,Sacramento,38.9,0.029,91,Moderate,2021,5
2021-05-23,San Diego,Chula Vista,27.6,0.045,88,Moderate,2021,5
2021-05-23,San Diego,Chula Vista,25.4,0.044,97,Moderate,2021,5
2021-05-26,Santa Clara,Sunnyvale,15.7,0.046,77,Moderate,2021,5
2021-05-26,Alameda,Fremont,47.1,0.05,107,Unhealthy for Sensitive Groups,2021,5
2021-05-27,San Francisco,Daly City,11.9,0.043,57,Moderate,2021,5
2021-05-28,Sonoma,Santa Rosa,50.2,0.037,133,Unhealthy for Sensitive Groups,2021,5
2021-05-30,Sonoma,Petaluma,17.1,0.021,60,Moderate,2021,5
2021-06-01,Sacramento,Sacramento,33.2,0.064,83,Moderate,2021,6
2021-06-02,San Bernardino,San Bernardino,19.4,0.055,117,Unhealthy for Sensitive Groups,2021,6
2021-06-02,Sonoma,Santa Rosa,21.6,0.055,85,Moderate,2021,6
2021-06-04,Riverside,Palm Springs,30.9,0.043,110,Unhealthy for Sensitive Groups,2021,6
2021-06-04,Riverside,Riverside,12.4,0.069,58,Moderate,2021,6
2021-06-05,San Diego,Chula Vista,28.7,0.055,105,Unhealthy for Sensitive Groups,2021,6
2021-06-06,Alameda,Fremont,16.2,0.048,84,Moderate,2021,6
2021-06-06,San Francisco,Daly City,10.3,0.088,70,Moderate,2021,6
2021-06-06,Napa,Napa,28.1,0.078,94,Moderate,2021,6
2021-06-07,Santa Clara,Santa Clara,28.1,0.071,110,Unhealthy for Sensitive Groups,2021,6
2021-06-07,Shasta,Redding,10.1,0.054,84,Moderate,2021,6
2021-06-07,Los Angeles,Long Beach,14.0,0.087,101,Unhealthy for Sensitive Groups,2021,6
2021-06-08,Sonoma,Santa Rosa,24.3,0.063,84,Moderate,2021,6
2021-06-10,Sacramento,Sacramento,16.4,0.055,72,Moderate,2021,6
2021-06-12,Sacramento,Elk Grove,34.6,0.089,109,Unhealthy for Sensitive Groups,2021,6
2021-06-13,San Francisco,San Francisco,17.2,0.063,80,Moderate,2021,6
2021-06-16,Sacramento,Sacramento,16.4,0.051,74,Moderate,2021,6
2021-06-16,Los Angeles,Long Beach,9.9,0.063,86,Moderate,2021,6
2021-06-17,Kern,Bakersfield,10.1,0.065,101,Unhealthy for Sensitive Groups,2021,6
2021-06-18,San Bernardino,Ontario,11.1,0.076,96,Moderate,2021,6
2021-06-19,Fresno,Fresno,24.6,0.075,104,Unhealthy for Sensitive Groups,2021,6
2021-06-20,Sacramento,Elk Grove,31.8,0.045,108,Unhealthy for Sensitive Groups,2021,6
2021-06-22,San Francisco,Daly City,20.6,0.04,88,Moderate,2021,6
2021-06-24,San Diego,San Diego,28.0,0.076,94,Moderate,2021,6
2021-06-25,Shasta,Redding,8.5,0.045,77,Moderate,2021,6
2021-06-25,Los Angeles,Pasadena,27.7,0.046,116,Unhealthy for Sensitive Groups,2021,6
2021-06-26,Fresno,Clovis,30.6,0.045,129,Unhealthy for Sensitive Groups,2021,6
2021-06-27,Los Angeles,Los Angeles,6.6,0.077,107,Unhealthy for Sensitive Groups,2021,6
2021-06-27,Monterey,Salinas,29.3,0.076,77,Moderate,2021,6
2021-06-28,Los Angeles,Los Angeles,27.6,0.04,143,Unhealthy for Sensitive Groups,2021,6
2021-06-30,Alameda,Fremont,29.0,0.076,78,Moderate,2021,6
2021-06-30,Alameda,Berkeley,29.1,0.053,110,Unhealthy for Sensitive Groups,2021,6
2021-06-30,Kern,Ridgecrest,5.6,0.063,74,Moderate,2021,6
2021-07-01,Alameda,Fremont,29.6,0.054,93,Moderate,2021,7
2021-07-01,Fresno,Clovis,28.8,0.044,133,Unhealthy for Sensitive Groups,2021,7
2021-07-05,Fresno,Fresno,15.9,0.087,114,Unhealthy for Sensitive Groups,2021,7
2021-07-06,Napa,Napa,33.5,0.051,92,Moderate,2021,7
2021-07-06,Monterey,Salinas,11.1,0.046,82,Moderate,2021,7
2021-07-06,Napa,Napa,26.0,0.086,106,Unhealthy for Sensitive Groups,2021,7
2021-07-08,Sonoma,Petaluma,14.2,0.052,63,Moderate,2021,7
2021-07-10,Alameda,Berkeley,12.0,0.087,56,Moderate,2021,7
2021-07-12,San Francisco,San Francisco,18.5,0.066,84,Moderate,2021,7
2021-07-12,Marin,Mill Valley,10.8,0.046,56,Moderate,2021,7
2021-07-12,Monterey,Monterey,9.5,0.054,44,Good,2021,7
2021-07-13,Los Angeles,Los Angeles,26.1,0.055,125,Unhealthy for Sensitive Groups,2021,7
2021-07-13,Marin,Mill Valley,8.7,0.058,68,Moderate,2021,7
2021-07-13,Los Angeles,Pasadena,28.5,0.063,121,Unhealthy for Sensitive Groups,2021,7
2021-07-16,Riverside,Riverside,18.2,0.076,72,Moderate,2021,7
2021-07-16,Kern,Ridgecrest,24.2,0.08,104,Unhealthy for Sensitive Groups,2021,7
2021-07-16,Fresno,Fresno,11.7,0.054,111,Unhealthy for Sensitive Groups,2021,7
2021-07-17,Monterey,Monterey,7.5,0.047,42,Good,2021,7
2021-07-18,Alameda,Oakland,10.7,0.084,53,Moderate,2021,7
2021-07-19,Sacramento,Sacramento,28.4,0.058,97,Moderate,2021,7
2021-07-20,Monterey,Salinas,28.1,0.075,92,Moderate,2021,7
2021-07-23,Alameda,Berkeley,27.6,0.082,87,Moderate,2021,7
2021-07-23,San Diego,Chula Vista,6.5,0.051,63,Moderate,2021,7
2021-07-25,Marin,San Rafael,31.4,0.052,106,Unhealthy for Sensitive Groups,2021,7
2021-07-25,Marin,Mill Valley,5.4,0.061,53,Moderate,2021,7
2021-07-26,Alameda,Berkeley,18.5,0.069,93,Moderate,2021,7
2021-07-27,Sacramento,Sacramento,22.3,0.058,67,Moderate,2021,7
2021-07-28,San Francisco,San Francisco,30.2,0.057,99,Moderate,2021,7
2021-07-29,Sacramento,Sacramento,28.0,0.083,87,Moderate,2021,7
2021-07-31,Sacramento,Elk Grove,23.1,0.076,77,Moderate,2021,7
2021-07-31,Sacramento,Sacramento,13.1,0.076,49,Good,2021,7
2021-07-31,Los Angeles,Long Beach,29.7,0.079,134,Unhealthy for Sensitive Groups,2021,7
2021-07-31,Los Angeles,Los Angeles,9.9,0.045,92,Moderate,2021,7
2021-08-01,Kern,Bakersfield,25.7,0.044,133,Unhealthy for Sensitive Groups,2021,8
2021-08-03,Shasta,Redding,22.9,0.067,80,Moderate,2021,8
2021-08-04,Monterey,Monterey,20.5,0.072,81,Moderate,2021,8
2021-08-04,Alameda,Fremont,30.4,0.053,115,Unhealthy for Sensitive Groups,2021,8
2021-08-04,Shasta,Redding,11.2,0.055,79,Moderate,2021,8
2021-08-05,Sacramento,Elk Grove,18.7,0.048,68,Moderate,2021,8
2021-08-05,Los Angeles,Long Beach,8.9,0.088,80,Moderate,2021,8
2021-08-06,San Bernardino,Ontario,24.5,0.067,118,Unhealthy for Sensitive Groups,2021,8
2021-08-06,San Francisco,San Francisco,6.2,0.06,60,Moderate,2021,8
2021-08-07,San Diego,Chula Vista,22.3,0.088,75,Moderate,2021,8
2021-08-09,Fresno,Fresno,25.5,0.047,106,Unhealthy for Sensitive Groups,2021,8
2021-08-10,Alameda,Fremont,11.8,0.084,71,Moderate,2021,8
2021-08-12,Shasta,Redding,25.3,0.048,95,Moderate,2021,8
2021-08-12,Marin,San Rafael,23.0,0.058,100,Moderate,2021,8
2021-08-12,San Diego,Chula Vista,27.4,0.059,98,Moderate,2021,8
2021-08-14,Napa,Napa,9.9,0.076,71,Moderate,2021,8
2021-08-15,Sonoma,Petaluma,8.5,0.041,62,Moderate,2021,8
2021-08-15,Sonoma,Petaluma,22.2,0.088,95,Moderate,2021,8
2021-08-16,Alameda,Fremont,6.2,0.048,62,Moderate,2021,8
2021-08-17,Marin,San Rafael,9.8,0.074,49,Good,2021,8
2021-08-18,Riverside,Riverside,25.2,0.053,79,Moderate,2021,8
2021-08-18,San Bernardino,San Bernardino,19.0,0.044,123,Unhealthy for Sensitive Groups,2021,8
2021-08-19,Sonoma,Petaluma,6.0,0.054,57,Moderate,2021,8
2021-08-19,San Diego,San Diego,17.9,0.071,71,Moderate,2021,8
2021-08-20,Los Angeles,Long Beach,20.9,0.087,128,Unhealthy for Sensitive Groups,2021,8
2021-08-21,Los Angeles,Pasadena,25.9,0.046,134,Unhealthy for Sensitive Groups,2021,8
2021-08-23,Napa,Napa,15.8,0.062,68,Moderate,2021,8
2021-08-23,Sacramento,Sacramento,7.6,0.046,45,Good,2021,8
2021-08-24,Marin,San Rafael,7.9,0.046,57,Moderate,2021,8
2021-08-26,Santa Clara,Santa Clara,14.7,0.043,52,Moderate,2021,8
2021-08-27,Sonoma,Petaluma,9.6,0.056,68,Moderate,2021,8
2021-08-28,Sacramento,Sacramento,30.3,0.045,109,Unhealthy for Sensitive Groups,2021,8
2021-08-28,San Bernardino,Ontario,22.1,0.068,100,Moderate,2021,8
2021-09-01,Fresno,Clovis,12.1,0.042,119,Unhealthy for Sensitive Groups,2021,9
2021-09-02,Fresno,Fresno,25.3,0.086,125,Unhealthy for Sensitive Groups,2021,9
2021-09-02,Alameda,Fremont,31.0,0.085,102,Unhealthy for Sensitive Groups,2021,9
2021-09-03,San Bernardino,Ontario,25.5,0.064,124,Unhealthy for Sensitive Groups,2021,9
2021-09-04,Alameda,Fremont,24.2,0.061,82,Moderate,2021,9
2021-09-05,Alameda,Fremont,17.6,0.048,85,Moderate,2021,9
2021-09-06,Santa Clara,San Jose,16.3,0.078,84,Moderate,2021,9
2021-09-07,San Diego,Chula Vista,13.3,0.068,86,Moderate,2021,9
2021-09-07,San Diego,San Diego,30.7,0.047,105,Unhealthy for Sensitive Groups,2021,9
2021-09-08,San Diego,San Diego,17.6,0.045,89,Moderate,2021,9
2021-09-09,Los Angeles,Los Angeles,33.4,0.078,131,Unhealthy for Sensitive Groups,2021,9
2021-09-09,San Bernardino,Ontario,26.8,0.089,117,Unhealthy for Sensitive Groups,2021,9
2021-09-12,Sonoma,Petaluma,23.6,0.089,88,Moderate,2021,9
2021-09-13,Fresno,Clovis,13.8,0.041,94,Moderate,2021,9
2021-09-13,Riverside,Palm Springs,30.6,0.055,92,Moderate,2021,9
